words,turns,guesses
resin,3,"[[1, 'slate', 'ybbby'], [2, 'riser', 'gygyb'], [3, 'resin', 'ggggg']]"
winch,5,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ybbyb'], [3, 'punch', 'bbggg'], [4, 'finch', 'bgggg'], [5, 'winch', 'ggggg']]"
viola,4,"[[1, 'slate', 'byybb'], [2, 'canal', 'bybby'], [3, 'villa', 'ggbgg'], [4, 'viola', 'ggggg']]"
twixt,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gybbg'], [3, 'twixt', 'ggggg']]"
loyal,4,"[[1, 'slate', 'byybb'], [2, 'canal', 'bbbgg'], [3, 'moral', 'bgbgg'], [4, 'loyal', 'ggggg']]"
avian,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bybbb'], [3, 'aping', 'gbgyb'], [4, 'avian', 'ggggg']]"
ditch,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ygbyb'], [3, 'ditch', 'ggggg']]"
rajah,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgybb'], [3, 'radar', 'ggbgb'], [4, 'rajah', 'ggggg']]"
juror,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybb'], [3, 'furor', 'bgggg'], [4, 'juror', 'ggggg']]"
lurid,3,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbybb'], [3, 'lurid', 'ggggg']]"
forgo,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybb'], [3, 'furor', 'gbgyb'], [4, 'forgo', 'ggggg']]"
ombre,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bybbg'], [3, 'gorge', 'byybg'], [4, 'ombre', 'ggggg']]"
wharf,4,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bygbb'], [3, 'board', 'bbggb'], [4, 'wharf', 'ggggg']]"
tubal,5,"[[1, 'slate', 'byyyb'], [2, 'fatal', 'bbygg'], [3, 'tonal', 'gbbgg'], [4, 'tidal', 'gbbgg'], [5, 'tubal', 'ggggg']]"
scoff,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbgbb'], [3, 'scorn', 'gggbb'], [4, 'scoff', 'ggggg']]"
chaff,5,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'gbgbb'], [3, 'chain', 'gggbb'], [4, 'champ', 'gggbb'], [5, 'chaff', 'ggggg']]"
ralph,4,"[[1, 'slate', 'byybb'], [2, 'canal', 'bgbby'], [3, 'rally', 'gggbb'], [4, 'ralph', 'ggggg']]"
bonus,3,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bbybb'], [3, 'bonus', 'ggggg']]"
crumb,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ggbbb'], [3, 'crimp', 'ggbgb'], [4, 'crumb', 'ggggg']]"
naval,3,"[[1, 'slate', 'byybb'], [2, 'canal', 'bgygg'], [3, 'naval', 'ggggg']]"
torus,3,"[[1, 'slate', 'ybbyb'], [2, 'foist', 'bgbyy'], [3, 'torus', 'ggggg']]"
demur,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbbg'], [3, 'decor', 'ggbbg'], [4, 'demur', 'ggggg']]"
dizzy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'gbbbg'], [4, 'dizzy', 'ggggg']]"
cacti,3,"[[1, 'slate', 'bbygb'], [2, 'catty', 'ggbgb'], [3, 'cacti', 'ggggg']]"
adopt,5,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'bybbg'], [3, 'afoot', 'gbgbg'], [4, 'abort', 'gbgbg'], [5, 'adopt', 'ggggg']]"
acorn,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bybgb'], [3, 'agora', 'gbggb'], [4, 'adorn', 'gbggg'], [5, 'acorn', 'ggggg']]"
tonga,3,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'gybyb'], [3, 'tonga', 'ggggg']]"
bosom,3,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'ybgbb'], [3, 'bosom', 'ggggg']]"
abled,4,"[[1, 'slate', 'byyby'], [2, 'legal', 'yybyb'], [3, 'paler', 'byggb'], [4, 'abled', 'ggggg']]"
idiot,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bybbg'], [3, 'print', 'bbgbg'], [4, 'idiot', 'ggggg']]"
pupal,4,"[[1, 'slate', 'byybb'], [2, 'canal', 'bbbgg'], [3, 'moral', 'bbbgg'], [4, 'pupal', 'ggggg']]"
squib,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbbbb'], [3, 'spiny', 'gbybb'], [4, 'squib', 'ggggg']]"
vixen,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbygb'], [3, 'vixen', 'ggggg']]"
trump,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gbbbb'], [3, 'truck', 'gggbb'], [4, 'trump', 'ggggg']]"
envoy,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bygbb'], [3, 'envoy', 'ggggg']]"
gulch,3,"[[1, 'slate', 'bybbb'], [2, 'golly', 'gbgbb'], [3, 'gulch', 'ggggg']]"
lunch,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbybb'], [3, 'lurid', 'ggbbb'], [4, 'lunch', 'ggggg']]"
quell,4,"[[1, 'slate', 'bybby'], [2, 'level', 'yybbg'], [3, 'dwell', 'bbggg'], [4, 'quell', 'ggggg']]"
inert,3,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'byybg'], [3, 'inert', 'ggggg']]"
skiff,3,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbbby'], [3, 'skiff', 'ggggg']]"
forum,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybb'], [3, 'furor', 'gygyb'], [4, 'forum', 'ggggg']]"
blurb,4,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'bggbb'], [3, 'plump', 'bggbb'], [4, 'blurb', 'ggggg']]"
lasso,3,"[[1, 'slate', 'yyybb'], [2, 'basal', 'bggby'], [3, 'lasso', 'ggggg']]"
undue,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbbbg'], [3, 'fudge', 'bygbg'], [4, 'undue', 'ggggg']]"
pupil,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbybb'], [3, 'lurid', 'ygbgb'], [4, 'pupil', 'ggggg']]"
radio,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgybb'], [3, 'radar', 'gggbb'], [4, 'radii', 'ggggb'], [5, 'radio', 'ggggg']]"
rayon,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgyby'], [3, 'rayon', 'ggggg']]"
taboo,4,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'ggbbb'], [3, 'tabby', 'gggbb'], [4, 'taboo', 'ggggg']]"
dutch,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ybbyb'], [3, 'butch', 'bgggg'], [4, 'dutch', 'ggggg']]"
event,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'byyyg'], [3, 'inert', 'bygbg'], [4, 'event', 'ggggg']]"
knelt,3,"[[1, 'slate', 'bybyy'], [2, 'motel', 'bbyyy'], [3, 'knelt', 'ggggg']]"
tight,2,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ggggg']]"
gleam,3,"[[1, 'slate', 'bgyby'], [2, 'clean', 'bgggb'], [3, 'gleam', 'ggggg']]"
quasi,4,"[[1, 'slate', 'ybgbb'], [2, 'crash', 'bbggb'], [3, 'amass', 'bbggb'], [4, 'quasi', 'ggggg']]"
ember,6,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bybgg'], [3, 'cider', 'bbbgg'], [4, 'power', 'bbbgg'], [5, 'buyer', 'ybbgg'], [6, 'ember', 'ggggg']]"
recur,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbbg'], [3, 'decor', 'bggbg'], [4, 'recur', 'ggggg']]"
vocal,4,"[[1, 'slate', 'byybb'], [2, 'canal', 'ybbgg'], [3, 'local', 'bgggg'], [4, 'vocal', 'ggggg']]"
video,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbygb'], [3, 'vixen', 'ggbgb'], [4, 'video', 'ggggg']]"
rumor,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybb'], [3, 'furor', 'bgygg'], [4, 'rumor', 'ggggg']]"
mulch,3,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbgbb'], [3, 'mulch', 'ggggg']]"
idler,4,"[[1, 'slate', 'bybby'], [2, 'level', 'ybbgb'], [3, 'filer', 'byggg'], [4, 'idler', 'ggggg']]"
essay,3,"[[1, 'slate', 'ybyby'], [2, 'ashen', 'ygbyb'], [3, 'essay', 'ggggg']]"
iliac,3,"[[1, 'slate', 'bgybb'], [2, 'aloof', 'ygbbb'], [3, 'iliac', 'ggggg']]"
begun,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbbb'], [3, 'deign', 'bgbyg'], [4, 'begun', 'ggggg']]"
motto,3,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'gbbgb'], [3, 'motto', 'ggggg']]"
annex,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bybgb'], [3, 'apnea', 'gbggb'], [4, 'annex', 'ggggg']]"
scrum,5,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbbbb'], [3, 'spiny', 'gbbbb'], [4, 'scrub', 'ggggb'], [5, 'scrum', 'ggggg']]"
amass,3,"[[1, 'slate', 'ybgbb'], [2, 'crash', 'bbggb'], [3, 'amass', 'ggggg']]"
denim,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbbb'], [3, 'deign', 'ggyby'], [4, 'denim', 'ggggg']]"
aping,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bybbb'], [3, 'aping', 'ggggg']]"
madam,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'ggbbb'], [3, 'mania', 'ggbbb'], [4, 'macho', 'ggbbb'], [5, 'madam', 'ggggg']]"
mogul,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'ygybb'], [3, 'login', 'yggbb'], [4, 'mogul', 'ggggg']]"
manga,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'ggbbb'], [3, 'mania', 'gggbg'], [4, 'manga', 'ggggg']]"
syrup,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbbbb'], [3, 'spiny', 'gybby'], [4, 'syrup', 'ggggg']]"
depth,3,"[[1, 'slate', 'bbbgy'], [2, 'petty', 'ygbgb'], [3, 'depth', 'ggggg']]"
timid,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ggbbb'], [3, 'timid', 'ggggg']]"
ether,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'yybgb'], [3, 'otter', 'bgbgg'], [4, 'ether', 'ggggg']]"
clump,4,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'bggbb'], [3, 'plump', 'bgggg'], [4, 'clump', 'ggggg']]"
augur,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'byybb'], [3, 'briar', 'bbbyg'], [4, 'augur', 'ggggg']]"
adorn,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bybgb'], [3, 'agora', 'gbggb'], [4, 'adorn', 'ggggg']]"
witch,6,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ygbyb'], [3, 'ditch', 'bgggg'], [4, 'pitch', 'bgggg'], [5, 'hitch', 'bgggg'], [6, 'witch', 'ggggg']]"
fight,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bgggg'], [3, 'might', 'bgggg'], [4, 'fight', 'ggggg']]"
guess,4,"[[1, 'slate', 'ybbby'], [2, 'riser', 'bbyyb'], [3, 'chess', 'bbggg'], [4, 'guess', 'ggggg']]"
hunch,6,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ybbyb'], [3, 'punch', 'bgggg'], [4, 'bunch', 'bgggg'], [5, 'munch', 'bgggg'], [6, 'hunch', 'ggggg']]"
lemur,3,"[[1, 'slate', 'bybby'], [2, 'level', 'ggbbb'], [3, 'lemur', 'ggggg']]"
mango,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'ggbbb'], [3, 'mania', 'gggbb'], [4, 'mango', 'ggggg']]"
axion,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bybbb'], [3, 'aping', 'gbgyb'], [4, 'avian', 'gbgbg'], [5, 'axion', 'ggggg']]"
upper,6,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bbbgg'], [4, 'power', 'ybbgg'], [5, 'hyper', 'bbggg'], [6, 'upper', 'ggggg']]"
jumpy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'bgggg'], [4, 'jumpy', 'ggggg']]"
motif,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'yybbb'], [3, 'motif', 'ggggg']]"
vapid,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbb'], [3, 'canon', 'bgbbb'], [4, 'vapid', 'ggggg']]"
hyper,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bbbgg'], [4, 'power', 'ybbgg'], [5, 'hyper', 'ggggg']]"
pinto,4,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bgbgb'], [3, 'ditty', 'bgbgb'], [4, 'pinto', 'ggggg']]"
knack,6,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bbggg'], [3, 'whack', 'bbggg'], [4, 'quack', 'bbggg'], [5, 'aback', 'bbggg'], [6, 'knack', 'ggggg']]"
snuff,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbbbb'], [3, 'spiny', 'gbbyb'], [4, 'snuff', 'ggggg']]"
verso,4,"[[1, 'slate', 'ybbby'], [2, 'riser', 'ybyyb'], [3, 'press', 'byygb'], [4, 'verso', 'ggggg']]"
macro,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'ggbgb'], [3, 'macro', 'ggggg']]"
avoid,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bybbb'], [3, 'aping', 'gbybb'], [4, 'avoid', 'ggggg']]"
infer,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'ybbgg'], [3, 'infer', 'ggggg']]"
vicar,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'byybb'], [3, 'briar', 'bbygg'], [4, 'cigar', 'ygbgg'], [5, 'vicar', 'ggggg']]"
banjo,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbb'], [3, 'canon', 'bggyb'], [4, 'banjo', 'ggggg']]"
demon,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbbb'], [3, 'deign', 'ggbbg'], [4, 'demon', 'ggggg']]"
below,5,"[[1, 'slate', 'bybby'], [2, 'level', 'ygbbb'], [3, 'belly', 'gggbb'], [4, 'belch', 'gggbb'], [5, 'below', 'ggggg']]"
rival,4,"[[1, 'slate', 'byybb'], [2, 'canal', 'bbbgg'], [3, 'moral', 'bbygg'], [4, 'rival', 'ggggg']]"
topic,5,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gybbb'], [3, 'tonic', 'ggbgg'], [4, 'toxic', 'ggbgg'], [5, 'topic', 'ggggg']]"
vital,4,"[[1, 'slate', 'byyyb'], [2, 'fatal', 'bbggg'], [3, 'total', 'bbggg'], [4, 'vital', 'ggggg']]"
hitch,5,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ygbyb'], [3, 'ditch', 'bgggg'], [4, 'pitch', 'bgggg'], [5, 'hitch', 'ggggg']]"
theta,3,"[[1, 'slate', 'bbygy'], [2, 'earth', 'yybgy'], [3, 'theta', 'ggggg']]"
young,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbygy'], [3, 'young', 'ggggg']]"
empty,3,"[[1, 'slate', 'bbbgy'], [2, 'petty', 'yybgg'], [3, 'empty', 'ggggg']]"
sushi,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gybbb'], [3, 'swish', 'gbyby'], [4, 'sushi', 'ggggg']]"
comma,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'yybbb'], [3, 'woman', 'bggyb'], [4, 'comma', 'ggggg']]"
metro,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ygbbb'], [3, 'retro', 'bgggg'], [4, 'metro', 'ggggg']]"
stuff,5,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'ggbyb'], [3, 'stunk', 'gggbb'], [4, 'stump', 'gggbb'], [5, 'stuff', 'ggggg']]"
visor,4,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bggbb'], [3, 'bison', 'bgggb'], [4, 'visor', 'ggggg']]"
psalm,2,"[[1, 'slate', 'yygbb'], [2, 'psalm', 'ggggg']]"
knoll,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'byygb'], [3, 'droll', 'bbggg'], [4, 'knoll', 'ggggg']]"
delta,2,"[[1, 'slate', 'byygy'], [2, 'delta', 'ggggg']]"
epoch,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bybbb'], [3, 'enemy', 'gbbbb'], [4, 'epoch', 'ggggg']]"
exert,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bybyg'], [3, 'erect', 'gygbg'], [4, 'exert', 'ggggg']]"
organ,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'byybb'], [3, 'briar', 'bgbgb'], [4, 'groan', 'ygygg'], [5, 'organ', 'ggggg']]"
retro,3,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ygbbb'], [3, 'retro', 'ggggg']]"
magic,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'ggbbb'], [3, 'mania', 'ggbgb'], [4, 'magic', 'ggggg']]"
odder,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bbggg'], [4, 'udder', 'bgggg'], [5, 'odder', 'ggggg']]"
exult,4,"[[1, 'slate', 'bybyy'], [2, 'motel', 'bbyyy'], [3, 'knelt', 'bbygg'], [4, 'exult', 'ggggg']]"
larva,5,"[[1, 'slate', 'byybb'], [2, 'canal', 'bgbby'], [3, 'rally', 'ygybb'], [4, 'labor', 'ggbby'], [5, 'larva', 'ggggg']]"
yield,5,"[[1, 'slate', 'bybby'], [2, 'level', 'yybbb'], [3, 'wield', 'bgggg'], [4, 'field', 'bgggg'], [5, 'yield', 'ggggg']]"
pygmy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'bbyyg'], [4, 'pygmy', 'ggggg']]"
tunic,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gybbb'], [3, 'tonic', 'gbggg'], [4, 'tunic', 'ggggg']]"
oddly,3,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bybgg'], [3, 'oddly', 'ggggg']]"
scrub,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbbbb'], [3, 'spiny', 'gbbbb'], [4, 'scrub', 'ggggg']]"
tulip,3,"[[1, 'slate', 'bybyb'], [2, 'built', 'bgyyy'], [3, 'tulip', 'ggggg']]"
tying,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gyybb'], [3, 'tying', 'ggggg']]"
pesto,3,"[[1, 'slate', 'ybbgy'], [2, 'testy', 'bgggb'], [3, 'pesto', 'ggggg']]"
humor,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybb'], [3, 'furor', 'bgbgg'], [4, 'humor', 'ggggg']]"
scuba,3,"[[1, 'slate', 'gbybb'], [2, 'saucy', 'gygyb'], [3, 'scuba', 'ggggg']]"
whoop,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbgbb'], [3, 'whoop', 'ggggg']]"
enjoy,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bybbb'], [3, 'enemy', 'ggbbg'], [4, 'enjoy', 'ggggg']]"
mafia,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'ggbbb'], [3, 'mania', 'ggbgg'], [4, 'mafia', 'ggggg']]"
nomad,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'yybbb'], [3, 'woman', 'bgggy'], [4, 'nomad', 'ggggg']]"
udder,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bbggg'], [4, 'udder', 'ggggg']]"
other,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ybbgb'], [3, 'otter', 'ggbgg'], [4, 'other', 'ggggg']]"
might,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bgggg'], [3, 'might', 'ggggg']]"
hutch,5,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ybbyb'], [3, 'butch', 'bgggg'], [4, 'dutch', 'bgggg'], [5, 'hutch', 'ggggg']]"
amend,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bybyb'], [3, 'knead', 'bygyg'], [4, 'amend', 'ggggg']]"
eject,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bybyg'], [3, 'erect', 'gbggg'], [4, 'eject', 'ggggg']]"
imply,5,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbbgg'], [3, 'dryly', 'bbbgg'], [4, 'icily', 'gbbgg'], [5, 'imply', 'ggggg']]"
ninth,4,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bgbgg'], [3, 'fifth', 'bgbgg'], [4, 'ninth', 'ggggg']]"
onion,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbyyb'], [3, 'bingo', 'byyby'], [4, 'onion', 'ggggg']]"
quota,4,"[[1, 'slate', 'bbygb'], [2, 'catty', 'bybgb'], [3, 'junta', 'bgbgg'], [4, 'quota', 'ggggg']]"
vigor,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybb'], [3, 'furor', 'bbbgg'], [4, 'vigor', 'ggggg']]"
right,5,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bgggg'], [3, 'might', 'bgggg'], [4, 'fight', 'bgggg'], [5, 'right', 'ggggg']]"
lemon,4,"[[1, 'slate', 'bybby'], [2, 'level', 'ggbbb'], [3, 'lemur', 'gggbb'], [4, 'lemon', 'ggggg']]"
radii,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgybb'], [3, 'radar', 'gggbb'], [4, 'radii', 'ggggg']]"
topaz,4,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'gybbb'], [3, 'today', 'ggbgb'], [4, 'topaz', 'ggggg']]"
amiss,3,"[[1, 'slate', 'ybybb'], [2, 'gassy', 'byygb'], [3, 'amiss', 'ggggg']]"
fjord,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bygbb'], [3, 'fjord', 'ggggg']]"
polka,4,"[[1, 'slate', 'byybb'], [2, 'canal', 'bybby'], [3, 'villa', 'bbgbg'], [4, 'polka', 'ggggg']]"
datum,3,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'ygybb'], [3, 'datum', 'ggggg']]"
dwell,3,"[[1, 'slate', 'bybby'], [2, 'level', 'yybbg'], [3, 'dwell', 'ggggg']]"
rigid,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bybbb'], [3, 'quirk', 'bbyyb'], [4, 'rigid', 'ggggg']]"
urban,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'byybb'], [3, 'briar', 'ygbgb'], [4, 'urban', 'ggggg']]"
bingo,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbyyb'], [3, 'bingo', 'ggggg']]"
minim,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbyb'], [3, 'undid', 'bybgb'], [4, 'minim', 'ggggg']]"
relic,5,"[[1, 'slate', 'bybby'], [2, 'level', 'ygbbb'], [3, 'belly', 'bggbb'], [4, 'felon', 'bggbb'], [5, 'relic', 'ggggg']]"
union,5,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbyyb'], [3, 'bingo', 'byyby'], [4, 'onion', 'bgggg'], [5, 'union', 'ggggg']]"
macaw,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'ggbbb'], [3, 'mania', 'ggbbb'], [4, 'macho', 'gggbb'], [5, 'macaw', 'ggggg']]"
yacht,4,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'bgbbg'], [3, 'habit', 'ygbbg'], [4, 'yacht', 'ggggg']]"
media,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bybyb'], [3, 'knead', 'bbyyy'], [4, 'media', 'ggggg']]"
tweak,4,"[[1, 'slate', 'bbyyy'], [2, 'cater', 'byyyb'], [3, 'wheat', 'ybggy'], [4, 'tweak', 'ggggg']]"
among,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'yybbb'], [3, 'woman', 'byyyy'], [4, 'among', 'ggggg']]"
jiffy,5,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'bbbbg'], [4, 'fizzy', 'ygbbg'], [5, 'jiffy', 'ggggg']]"
vegan,5,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bybyb'], [3, 'knead', 'byygb'], [4, 'began', 'bgggg'], [5, 'vegan', 'ggggg']]"
alibi,4,"[[1, 'slate', 'bgybb'], [2, 'aloof', 'ggbbb'], [3, 'align', 'gggbb'], [4, 'alibi', 'ggggg']]"
hello,4,"[[1, 'slate', 'bybby'], [2, 'level', 'ygbby'], [3, 'belly', 'bgggb'], [4, 'hello', 'ggggg']]"
unlit,3,"[[1, 'slate', 'bybyb'], [2, 'built', 'byyyg'], [3, 'unlit', 'ggggg']]"
aging,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bybbb'], [3, 'aping', 'gbggg'], [4, 'aging', 'ggggg']]"
waltz,2,"[[1, 'slate', 'byygb'], [2, 'waltz', 'ggggg']]"
adept,5,"[[1, 'slate', 'bbyyy'], [2, 'cater', 'byyyb'], [3, 'wheat', 'bbgyg'], [4, 'agent', 'gbgbg'], [5, 'adept', 'ggggg']]"
fifth,3,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bgbgg'], [3, 'fifth', 'ggggg']]"
ionic,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ybyyb'], [3, 'ionic', 'ggggg']]"
dwarf,4,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bygbb'], [3, 'board', 'bbggy'], [4, 'dwarf', 'ggggg']]"
eclat,3,"[[1, 'slate', 'byyyy'], [2, 'petal', 'byygy'], [3, 'eclat', 'ggggg']]"
bayou,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbby'], [3, 'bayou', 'ggggg']]"
civic,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gbbbb'], [3, 'chuck', 'gbbbb'], [4, 'civic', 'ggggg']]"
light,4,"[[1, 'slate', 'bybyb'], [2, 'built', 'bbyyg'], [3, 'limit', 'ggbbg'], [4, 'light', 'ggggg']]"
overt,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bybbg'], [3, 'erect', 'bygbg'], [4, 'overt', 'ggggg']]"
width,5,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bgbgg'], [3, 'fifth', 'bgbgg'], [4, 'ninth', 'bgbgg'], [5, 'width', 'ggggg']]"
issue,3,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'bbbyg'], [3, 'issue', 'ggggg']]"
actor,4,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'yybbb'], [3, 'attic', 'gbgby'], [4, 'actor', 'ggggg']]"
